p1,p2,ptype,fid1,fid2,tags,set,nsamples,pp,new_type,old_tags,label
F0101/MID2,F0101/MID6,ms,F0101,F0101,94,0,24,F0101.MID2.MID6,,ms,2
F0090/MID6,F0090/MID2,md,F0090,F0090,83,0,18,F0090.MID6.MID2,,md,3
F0442/MID1,F0442/MID4,md,F0442,F0442,414,0,36,F0442.MID1.MID4,,md,3
F0442/MID5,F0442/MID6,md,F0442,F0442,414,0,9,F0442.MID5.MID6,,md,3
F0532/MID2,F0532/MID1,fs,F0532,F0532,499,0,28,F0532.MID2.MID1,,fs,0
F0009/MID7,F0009/MID6,ms,F0009,F0009,8,0,196,F0009.MID7.MID6,,ms,2
F0991/MID8,F0991/MID12,fs,F0991,F0991,943,0,1,F0991.MID8.MID12,,fs,0
F0269/MID2,F0269/MID4,md,F0269,F0269,252,0,36,F0269.MID2.MID4,,md,3
F1003/MID1,F1003/MID6,fd,F1003,F1003,955,0,60,F1003.MID1.MID6,,fd,1
F0378/MID1,F0378/MID3,fd,F0378,F0378,354,0,2,F0378.MID1.MID3,,fd,1
F0915/MID1,F0915/MID3,md,F0915,F0915,867,0,27,F0915.MID1.MID3,,md,3
F0388/MID2,F0388/MID5,md,F0388,F0388,363,0,28,F0388.MID2.MID5,,md,3
F0286/MID3,F0286/MID4,ms,F0286,F0286,268,0,3,F0286.MID3.MID4,,ms,2
F0295/MID4,F0295/MID2,ms,F0295,F0295,276,0,15,F0295.MID4.MID2,,ms,2
F0033/MID2,F0033/MID3,md,F0033,F0033,28,0,16,F0033.MID2.MID3,,md,3
F0849/MID3,F0849/MID1,fd,F0849,F0849,803,0,60,F0849.MID3.MID1,,fd,1
F0068/MID2,F0068/MID4,fs,F0068,F0068,61,0,15,F0068.MID2.MID4,,fs,0
F0391/MID1,F0391/MID3,fs,F0391,F0391,366,0,4,F0391.MID1.MID3,,fs,0
F0325/MID3,F0325/MID5,md,F0325,F0325,304,0,12,F0325.MID3.MID5,,md,3
F0542/MID4,F0542/MID1,fd,F0542,F0542,509,0,50,F0542.MID4.MID1,,fd,1
F0550/MID2,F0550/MID4,fd,F0550,F0550,517,0,10,F0550.MID2.MID4,,fd,1
F0325/MID2,F0325/MID12,ms,F0325,F0325,304,0,6,F0325.MID2.MID12,,ms,2
F0264/MID6,F0264/MID8,ms,F0264,F0264,248,0,1,F0264.MID6.MID8,,ms,2
F0928/MID1,F0928/MID3,fd,F0928,F0928,880,0,36,F0928.MID1.MID3,,fd,1
F0851/MID1,F0851/MID6,fd,F0851,F0851,805,0,10,F0851.MID1.MID6,,fd,1
F0478/MID1,F0478/MID7,fs,F0478,F0478,448,0,12,F0478.MID1.MID7,,fs,0
F0066/MID2,F0066/MID3,ms,F0066,F0066,59,0,88,F0066.MID2.MID3,,ms,2
F0935/MID1,F0935/MID3,fs,F0935,F0935,887,0,18,F0935.MID1.MID3,,fs,0
F0548/MID2,F0548/MID4,ms,F0548,F0548,515,0,10,F0548.MID2.MID4,,ms,2
F0804/MID3,F0804/MID6,md,F0804,F0804,758,0,3,F0804.MID3.MID6,,md,3
F0031/MID4,F0031/MID3,md,F0031,F0031,26,0,63,F0031.MID4.MID3,,md,3
F0249/MID1,F0249/MID10,fd,F0249,F0249,234,0,39,F0249.MID1.MID10,,fd,1
F0963/MID3,F0963/MID4,fd,F0963,F0963,915,0,6,F0963.MID3.MID4,,fd,1
F0079/MID4,F0079/MID2,fs,F0079,F0079,72,0,45,F0079.MID4.MID2,,fs,0
F0016/MID1,F0016/MID5,fs,F0016,F0016,14,0,6,F0016.MID1.MID5,,fs,0
F0118/MID2,F0118/MID5,md,F0118,F0118,110,0,46,F0118.MID2.MID5,,md,3
F0618/MID4,F0618/MID2,ms,F0618,F0618,581,0,10,F0618.MID4.MID2,,ms,2
F0125/MID6,F0125/MID1,fs,F0125,F0125,117,0,11,F0125.MID6.MID1,,fs,0
F0745/MID1,F0745/MID4,fd,F0745,F0745,701,0,50,F0745.MID1.MID4,,fd,1
F0551/MID1,F0551/MID4,fd,F0551,F0551,518,0,32,F0551.MID1.MID4,,fd,1
F0998/MID5,F0998/MID1,fs,F0998,F0998,950,0,2,F0998.MID5.MID1,,fs,0
F0678/MID1,F0678/MID5,fs,F0678,F0678,638,0,14,F0678.MID1.MID5,,fs,0
F0269/MID1,F0269/MID4,fd,F0269,F0269,252,0,60,F0269.MID1.MID4,,fd,1
F0992/MID12,F0992/MID16,fd,F0992,F0992,944,0,18,F0992.MID12.MID16,,fd,1
F0749/MID4,F0749/MID5,ms,F0749,F0749,705,0,27,F0749.MID4.MID5,,ms,2
F0574/MID1,F0574/MID2,fd,F0574,F0574,540,0,35,F0574.MID1.MID2,,fd,1
F0596/MID2,F0596/MID4,ms,F0596,F0596,560,0,63,F0596.MID2.MID4,,ms,2
F0941/MID2,F0941/MID4,md,F0941,F0941,893,0,24,F0941.MID2.MID4,,md,3
F0595/MID1,F0595/MID5,fd,F0595,F0595,559,0,72,F0595.MID1.MID5,,fd,1
F0090/MID4,F0090/MID11,fs,F0090,F0090,83,0,27,F0090.MID4.MID11,,fs,0
F0639/MID5,F0639/MID3,fs,F0639,F0639,601,0,2,F0639.MID5.MID3,,fs,0
F0746/MID1,F0746/MID4,fd,F0746,F0746,702,0,14,F0746.MID1.MID4,,fd,1
F0976/MID1,F0976/MID5,fd,F0976,F0976,928,0,19,F0976.MID1.MID5,,fd,1
F0423/MID2,F0423/MID7,fs,F0423,F0423,395,0,5,F0423.MID2.MID7,,fs,0
F0590/MID2,F0590/MID5,fs,F0590,F0590,555,0,8,F0590.MID2.MID5,,fs,0
F0216/MID1,F0216/MID3,fd,F0216,F0216,204,0,32,F0216.MID1.MID3,,fd,1
F0887/MID1,F0887/MID4,fd,F0887,F0887,840,0,27,F0887.MID1.MID4,,fd,1
F0350/MID1,F0350/MID3,fs,F0350,F0350,327,0,48,F0350.MID1.MID3,,fs,0
F0583/MID1,F0583/MID4,md,F0583,F0583,548,0,36,F0583.MID1.MID4,,md,3
F0647/MID4,F0647/MID2,md,F0647,F0647,608,0,33,F0647.MID4.MID2,,md,3
F0537/MID2,F0537/MID5,md,F0537,F0537,504,0,48,F0537.MID2.MID5,,md,3
F0013/MID3,F0013/MID8,fd,F0013,F0013,12,0,2,F0013.MID3.MID8,,fd,1
F0878/MID2,F0878/MID3,ms,F0878,F0878,831,0,48,F0878.MID2.MID3,,ms,2
F0270/MID4,F0270/MID2,md,F0270,F0270,253,0,20,F0270.MID4.MID2,,md,3
F0152/MID6,F0152/MID1,fd,F0152,F0152,143,0,5,F0152.MID6.MID1,,fd,1
F0202/MID3,F0202/MID5,ms,F0202,F0202,191,0,40,F0202.MID3.MID5,,ms,2
F0662/MID2,F0662/MID3,ms,F0662,F0662,623,0,1,F0662.MID2.MID3,,ms,2
F0326/MID2,F0326/MID1,ms,F0326,F0326,305,0,20,F0326.MID2.MID1,,ms,2
F0013/MID4,F0013/MID1,ms,F0013,F0013,12,0,30,F0013.MID4.MID1,,ms,2
F0288/MID1,F0288/MID3,fd,F0288,F0288,270,0,9,F0288.MID1.MID3,,fd,1
F0601/MID10,F0601/MID13,fs,F0601,F0601,565,0,90,F0601.MID10.MID13,,fs,0
F0039/MID2,F0039/MID4,fs,F0039,F0039,34,0,6,F0039.MID2.MID4,,fs,0
F0052/MID1,F0052/MID3,md,F0052,F0052,47,0,45,F0052.MID1.MID3,,md,3
F0764/MID1,F0764/MID2,ms,F0764,F0764,720,0,55,F0764.MID1.MID2,,ms,2
F0274/MID1,F0274/MID4,ms,F0274,F0274,257,0,35,F0274.MID1.MID4,,ms,2
F0434/MID3,F0434/MID2,fs,F0434,F0434,406,0,12,F0434.MID3.MID2,,fs,0
F0690/MID2,F0690/MID3,ms,F0690,F0690,650,0,12,F0690.MID2.MID3,,ms,2
F0703/MID5,F0703/MID6,fd,F0703,F0703,662,0,1,F0703.MID5.MID6,,fd,1
F0956/MID1,F0956/MID4,fs,F0956,F0956,908,0,36,F0956.MID1.MID4,,fs,0
F0327/MID2,F0327/MID6,ms,F0327,F0327,306,0,4,F0327.MID2.MID6,,ms,2
F0600/MID7,F0600/MID1,ms,F0600,F0600,564,0,45,F0600.MID7.MID1,,ms,2
F0711/MID3,F0711/MID4,ms,F0711,F0711,667,0,90,F0711.MID3.MID4,,ms,2
F0703/MID5,F0703/MID1,fs,F0703,F0703,662,0,5,F0703.MID5.MID1,,fs,0
F0964/MID4,F0964/MID1,ms,F0964,F0964,916,0,36,F0964.MID4.MID1,,ms,2
F0869/MID2,F0869/MID3,ms,F0869,F0869,822,0,80,F0869.MID2.MID3,,ms,2
F0885/MID1,F0885/MID2,fs,F0885,F0885,838,0,140,F0885.MID1.MID2,,fs,0
F0897/MID3,F0897/MID2,md,F0897,F0897,850,0,3,F0897.MID3.MID2,,md,3
F0992/MID13,F0992/MID2,ms,F0992,F0992,944,0,126,F0992.MID13.MID2,,ms,2
F0989/MID7,F0989/MID6,fd,F0989,F0989,941,0,50,F0989.MID7.MID6,,fd,1
F1016/MID6,F1016/MID1,md,F1016,F1016,960,0,54,F1016.MID6.MID1,,md,3
F0377/MID2,F0377/MID8,fd,F0377,F0377,353,0,7,F0377.MID2.MID8,,fd,1
F0526/MID5,F0526/MID1,ms,F0526,F0526,493,0,9,F0526.MID5.MID1,,ms,2
F0171/MID2,F0171/MID1,fs,F0171,F0171,162,0,7,F0171.MID2.MID1,,fs,0
F0107/MID2,F0107/MID3,md,F0107,F0107,99,0,56,F0107.MID2.MID3,,md,3
F0125/MID6,F0125/MID2,fd,F0125,F0125,117,0,1,F0125.MID6.MID2,,fd,1
F0973/MID1,F0973/MID2,md,F0973,F0973,925,0,63,F0973.MID1.MID2,,md,3
F0767/MID2,F0767/MID6,ms,F0767,F0767,723,0,42,F0767.MID2.MID6,,ms,2
F0033/MID2,F0033/MID5,md,F0033,F0033,28,0,12,F0033.MID2.MID5,,md,3
F0991/MID8,F0991/MID17,fd,F0991,F0991,943,0,1,F0991.MID8.MID17,,fd,1
F0401/MID4,F0401/MID9,md,F0401,F0401,373,0,3,F0401.MID4.MID9,,md,3
F0834/MID1,F0834/MID3,ms,F0834,F0834,788,0,40,F0834.MID1.MID3,,ms,2
F0232/MID2,F0232/MID4,md,F0232,F0232,217,0,24,F0232.MID2.MID4,,md,3
F0607/MID1,F0607/MID2,ms,F0607,F0607,571,0,72,F0607.MID1.MID2,,ms,2
F0015/MID1,F0015/MID3,md,F0015,F0015,13,0,204,F0015.MID1.MID3,,md,3
F0726/MID3,F0726/MID1,md,F0726,F0726,682,0,40,F0726.MID3.MID1,,md,3
F0874/MID6,F0874/MID5,md,F0874,F0874,827,0,8,F0874.MID6.MID5,,md,3
F0776/MID2,F0776/MID3,fd,F0776,F0776,731,0,25,F0776.MID2.MID3,,fd,1
F0991/MID2,F0991/MID6,md,F0991,F0991,943,0,40,F0991.MID2.MID6,,md,3
F0503/MID2,F0503/MID1,md,F0503,F0503,470,0,2,F0503.MID2.MID1,,md,3
F0337/MID1,F0337/MID9,fd,F0337,F0337,315,0,4,F0337.MID1.MID9,,fd,1
F0604/MID1,F0604/MID3,fd,F0604,F0604,568,0,25,F0604.MID1.MID3,,fd,1
F0880/MID1,F0880/MID2,md,F0880,F0880,833,0,54,F0880.MID1.MID2,,md,3
F0413/MID3,F0413/MID1,fd,F0413,F0413,385,0,6,F0413.MID3.MID1,,fd,1
F0759/MID2,F0759/MID9,ms,F0759,F0759,715,0,5,F0759.MID2.MID9,,ms,2
F0565/MID3,F0565/MID4,fd,F0565,F0565,531,0,15,F0565.MID3.MID4,,fd,1
F0142/MID5,F0142/MID2,ms,F0142,F0142,133,0,10,F0142.MID5.MID2,,ms,2
F0641/MID2,F0641/MID4,ms,F0641,F0641,602,0,14,F0641.MID2.MID4,,ms,2
F0206/MID7,F0206/MID8,ms,F0206,F0206,194,0,18,F0206.MID7.MID8,,ms,2
F0127/MID2,F0127/MID3,md,F0127,F0127,119,0,32,F0127.MID2.MID3,,md,3
F0029/MID2,F0029/MID5,md,F0029,F0029,24,0,24,F0029.MID2.MID5,,md,3
F0541/MID1,F0541/MID5,fs,F0541,F0541,508,0,15,F0541.MID1.MID5,,fs,0
F0545/MID2,F0545/MID3,ms,F0545,F0545,512,0,160,F0545.MID2.MID3,,ms,2
F0059/MID3,F0059/MID4,md,F0059,F0059,52,0,30,F0059.MID3.MID4,,md,3
F0088/MID2,F0088/MID6,ms,F0088,F0088,81,0,48,F0088.MID2.MID6,,ms,2
F0432/MID3,F0432/MID5,fd,F0432,F0432,404,0,16,F0432.MID3.MID5,,fd,1
F0054/MID1,F0054/MID4,fs,F0054,F0054,49,0,80,F0054.MID1.MID4,,fs,0
F0747/MID2,F0747/MID3,fs,F0747,F0747,703,0,8,F0747.MID2.MID3,,fs,0
F0965/MID8,F0965/MID1,fs,F0965,F0965,917,0,8,F0965.MID8.MID1,,fs,0
F0375/MID1,F0375/MID4,fd,F0375,F0375,351,0,11,F0375.MID1.MID4,,fd,1
F0551/MID1,F0551/MID2,fd,F0551,F0551,518,0,24,F0551.MID1.MID2,,fd,1
F0714/MID1,F0714/MID4,fs,F0714,F0714,670,0,72,F0714.MID1.MID4,,fs,0
F0835/MID2,F0835/MID5,fs,F0835,F0835,789,0,18,F0835.MID2.MID5,,fs,0
F0542/MID5,F0542/MID6,ms,F0542,F0542,509,0,30,F0542.MID5.MID6,,ms,2
F0737/MID5,F0737/MID4,ms,F0737,F0737,693,0,10,F0737.MID5.MID4,,ms,2
F0389/MID2,F0389/MID1,md,F0389,F0389,364,0,15,F0389.MID2.MID1,,md,3
F0696/MID4,F0696/MID5,md,F0696,F0696,656,0,24,F0696.MID4.MID5,,md,3
F0998/MID4,F0998/MID3,md,F0998,F0998,950,0,25,F0998.MID4.MID3,,md,3
F0269/MID5,F0269/MID1,fs,F0269,F0269,252,0,60,F0269.MID5.MID1,,fs,0
F0897/MID1,F0897/MID4,fs,F0897,F0897,850,0,16,F0897.MID1.MID4,,fs,0
F0544/MID5,F0544/MID3,fd,F0544,F0544,511,0,9,F0544.MID5.MID3,,fd,1
F0187/MID1,F0187/MID4,md,F0187,F0187,176,0,16,F0187.MID1.MID4,,md,3
F0289/MID1,F0289/MID5,fd,F0289,F0289,271,0,40,F0289.MID1.MID5,,fd,1
F0376/MID8,F0376/MID5,ms,F0376,F0376,352,0,70,F0376.MID8.MID5,,ms,2
F0966/MID1,F0966/MID3,fd,F0966,F0966,918,0,80,F0966.MID1.MID3,,fd,1
F0882/MID1,F0882/MID4,fd,F0882,F0882,835,0,28,F0882.MID1.MID4,,fd,1
F0886/MID2,F0886/MID3,md,F0886,F0886,839,0,4,F0886.MID2.MID3,,md,3
F0951/MID1,F0951/MID3,fs,F0951,F0951,903,0,48,F0951.MID1.MID3,,fs,0
F0622/MID2,F0622/MID4,fd,F0622,F0622,584,0,44,F0622.MID2.MID4,,fd,1
F0288/MID2,F0288/MID5,ms,F0288,F0288,270,0,6,F0288.MID2.MID5,,ms,2
F0790/MID1,F0790/MID3,fs,F0790,F0790,745,0,33,F0790.MID1.MID3,,fs,0
F0737/MID1,F0737/MID4,fs,F0737,F0737,693,0,45,F0737.MID1.MID4,,fs,0
F0690/MID2,F0690/MID8,ms,F0690,F0690,650,0,3,F0690.MID2.MID8,,ms,2
F0273/MID2,F0273/MID4,ms,F0273,F0273,256,0,28,F0273.MID2.MID4,,ms,2
F0251/MID7,F0251/MID2,ms,F0251,F0251,236,0,1,F0251.MID7.MID2,,ms,2
F0020/MID1,F0020/MID10,fd,F0020,F0020,17,0,9,F0020.MID1.MID10,,fd,1
F0494/MID1,F0494/MID5,fd,F0494,F0494,463,0,35,F0494.MID1.MID5,,fd,1
F0077/MID2,F0077/MID6,ms,F0077,F0077,70,0,9,F0077.MID2.MID6,,ms,2
F0985/MID1,F0985/MID4,fs,F0985,F0985,937,0,30,F0985.MID1.MID4,,fs,0
F0256/MID2,F0256/MID3,md,F0256,F0256,241,0,30,F0256.MID2.MID3,,md,3
F0460/MID2,F0460/MID5,ms,F0460,F0460,432,0,14,F0460.MID2.MID5,,ms,2
F0294/MID2,F0294/MID3,fd,F0294,F0294,275,0,25,F0294.MID2.MID3,,fd,1
F0064/MID2,F0064/MID3,ms,F0064,F0064,57,0,88,F0064.MID2.MID3,,ms,2
F0566/MID8,F0566/MID6,ms,F0566,F0566,532,0,1,F0566.MID8.MID6,,ms,2
F0840/MID4,F0840/MID1,md,F0840,F0840,794,0,9,F0840.MID4.MID1,,md,3
F0494/MID2,F0494/MID3,ms,F0494,F0494,463,0,49,F0494.MID2.MID3,,ms,2
F0729/MID2,F0729/MID4,md,F0729,F0729,685,0,72,F0729.MID2.MID4,,md,3
F0886/MID1,F0886/MID5,ms,F0886,F0886,839,0,45,F0886.MID1.MID5,,ms,2
F0120/MID1,F0120/MID6,md,F0120,F0120,112,0,12,F0120.MID1.MID6,,md,3
F0120/MID3,F0120/MID5,fs,F0120,F0120,112,0,16,F0120.MID3.MID5,,fs,0
F0850/MID1,F0850/MID2,fs,F0850,F0850,804,0,56,F0850.MID1.MID2,,fs,0
F0890/MID2,F0890/MID3,md,F0890,F0890,843,0,24,F0890.MID2.MID3,,md,3
F0197/MID1,F0197/MID6,md,F0197,F0197,186,0,70,F0197.MID1.MID6,,md,3
F0249/MID2,F0249/MID3,ms,F0249,F0249,234,0,35,F0249.MID2.MID3,,ms,2
F0442/MID1,F0442/MID2,ms,F0442,F0442,414,0,36,F0442.MID1.MID2,,ms,2
F0695/MID3,F0695/MID1,fs,F0695,F0695,655,0,7,F0695.MID3.MID1,,fs,0
F0506/MID1,F0506/MID6,fd,F0506,F0506,473,0,27,F0506.MID1.MID6,,fd,1
F0991/MID17,F0991/MID15,ms,F0991,F0991,943,0,1,F0991.MID17.MID15,,ms,2
F0684/MID5,F0684/MID2,ms,F0684,F0684,644,0,12,F0684.MID5.MID2,,ms,2
F0368/MID3,F0368/MID1,md,F0368,F0368,345,0,45,F0368.MID3.MID1,,md,3
F0437/MID3,F0437/MID2,ms,F0437,F0437,409,0,4,F0437.MID3.MID2,,ms,2
F0340/MID2,F0340/MID1,md,F0340,F0340,318,0,48,F0340.MID2.MID1,,md,3
F0132/MID2,F0132/MID3,ms,F0132,F0132,124,0,20,F0132.MID2.MID3,,ms,2
F0494/MID1,F0494/MID3,fs,F0494,F0494,463,0,49,F0494.MID1.MID3,,fs,0
F0686/MID3,F0686/MID1,fd,F0686,F0686,646,0,294,F0686.MID3.MID1,,fd,1
F0453/MID2,F0453/MID4,ms,F0453,F0453,425,0,40,F0453.MID2.MID4,,ms,2
F0601/MID3,F0601/MID16,fd,F0601,F0601,565,0,240,F0601.MID3.MID16,,fd,1
F0090/MID1,F0090/MID4,fs,F0090,F0090,83,0,171,F0090.MID1.MID4,,fs,0
F0730/MID2,F0730/MID1,ms,F0730,F0730,686,0,32,F0730.MID2.MID1,,ms,2
F0622/MID2,F0622/MID6,fd,F0622,F0622,584,0,33,F0622.MID2.MID6,,fd,1
F0552/MID1,F0552/MID12,fs,F0552,F0552,519,0,30,F0552.MID1.MID12,,fs,0
F0247/MID1,F0247/MID3,ms,F0247,F0247,232,0,18,F0247.MID1.MID3,,ms,2
F0117/MID1,F0117/MID5,fd,F0117,F0117,109,0,24,F0117.MID1.MID5,,fd,1
F0806/MID1,F0806/MID4,ms,F0806,F0806,760,0,72,F0806.MID1.MID4,,ms,2
F0293/MID5,F0293/MID2,fd,F0293,F0293,274,0,16,F0293.MID5.MID2,,fd,1
F0294/MID1,F0294/MID3,md,F0294,F0294,275,0,45,F0294.MID1.MID3,,md,3
F0715/MID3,F0715/MID6,ms,F0715,F0715,671,0,4,F0715.MID3.MID6,,ms,2
F0825/MID5,F0825/MID2,fd,F0825,F0825,779,0,1,F0825.MID5.MID2,,fd,1
F0601/MID29,F0601/MID18,fs,F0601,F0601,565,0,65,F0601.MID29.MID18,,fs,0
F0277/MID3,F0277/MID1,fd,F0277,F0277,259,0,6,F0277.MID3.MID1,,fd,1
F0194/MID1,F0194/MID3,fs,F0194,F0194,183,0,24,F0194.MID1.MID3,,fs,0
F0527/MID2,F0527/MID1,fs,F0527,F0527,494,0,36,F0527.MID2.MID1,,fs,0
F0048/MID9,F0048/MID10,md,F0048,F0048,43,0,1,F0048.MID9.MID10,,md,3
F0906/MID1,F0906/MID3,md,F0906,F0906,859,0,9,F0906.MID1.MID3,,md,3
F0957/MID1,F0957/MID3,fs,F0957,F0957,909,0,54,F0957.MID1.MID3,,fs,0
F0173/MID3,F0173/MID4,md,F0173,F0173,164,0,80,F0173.MID3.MID4,,md,3
F0376/MID1,F0376/MID6,fs,F0376,F0376,352,0,96,F0376.MID1.MID6,,fs,0
F0237/MID1,F0237/MID3,md,F0237,F0237,222,0,30,F0237.MID1.MID3,,md,3
F0115/MID2,F0115/MID4,md,F0115,F0115,107,0,28,F0115.MID2.MID4,,md,3
F0486/MID1,F0486/MID6,md,F0486,F0486,455,0,15,F0486.MID1.MID6,,md,3
F0401/MID1,F0401/MID6,fs,F0401,F0401,373,0,16,F0401.MID1.MID6,,fs,0
F0550/MID3,F0550/MID1,ms,F0550,F0550,517,0,33,F0550.MID3.MID1,,ms,2
F0416/MID6,F0416/MID3,md,F0416,F0416,388,0,22,F0416.MID6.MID3,,md,3
F0299/MID1,F0299/MID4,fs,F0299,F0299,280,0,18,F0299.MID1.MID4,,fs,0
F0818/MID2,F0818/MID3,md,F0818,F0818,772,0,2,F0818.MID2.MID3,,md,3
F0339/MID5,F0339/MID2,ms,F0339,F0339,317,0,15,F0339.MID5.MID2,,ms,2
F0052/MID1,F0052/MID4,md,F0052,F0052,47,0,54,F0052.MID1.MID4,,md,3
F0898/MID2,F0898/MID1,md,F0898,F0898,851,0,12,F0898.MID2.MID1,,md,3
F0392/MID4,F0392/MID1,fs,F0392,F0392,367,0,4,F0392.MID4.MID1,,fs,0
F0020/MID9,F0020/MID5,md,F0020,F0020,17,0,2,F0020.MID9.MID5,,md,3
F0058/MID3,F0058/MID1,md,F0058,F0058,51,0,190,F0058.MID3.MID1,,md,3
F0353/MID1,F0353/MID4,fd,F0353,F0353,330,0,42,F0353.MID1.MID4,,fd,1
F0515/MID2,F0515/MID4,ms,F0515,F0515,482,0,49,F0515.MID2.MID4,,ms,2
F0686/MID5,F0686/MID3,ms,F0686,F0686,646,0,63,F0686.MID5.MID3,,ms,2
F0174/MID1,F0174/MID4,fd,F0174,F0174,165,0,44,F0174.MID1.MID4,,fd,1
F0936/MID2,F0936/MID1,ms,F0936,F0936,888,0,66,F0936.MID2.MID1,,ms,2
F0701/MID6,F0701/MID7,fd,F0701,F0701,660,0,6,F0701.MID6.MID7,,fd,1
F0477/MID1,F0477/MID3,fs,F0477,F0477,447,0,10,F0477.MID1.MID3,,fs,0
F0388/MID2,F0388/MID4,md,F0388,F0388,363,0,35,F0388.MID2.MID4,,md,3
F0425/MID2,F0425/MID3,ms,F0425,F0425,397,0,360,F0425.MID2.MID3,,ms,2
F0013/MID2,F0013/MID10,ms,F0013,F0013,12,0,14,F0013.MID2.MID10,,ms,2
F0783/MID3,F0783/MID5,fs,F0783,F0783,738,0,14,F0783.MID3.MID5,,fs,0
F0545/MID1,F0545/MID6,fd,F0545,F0545,512,0,66,F0545.MID1.MID6,,fd,1
F0425/MID6,F0425/MID9,fs,F0425,F0425,397,0,14,F0425.MID6.MID9,,fs,0
F0684/MID5,F0684/MID4,ms,F0684,F0684,644,0,16,F0684.MID5.MID4,,ms,2
F0459/MID3,F0459/MID5,md,F0459,F0459,431,0,1,F0459.MID3.MID5,,md,3
F0254/MID6,F0254/MID1,fs,F0254,F0254,239,0,9,F0254.MID6.MID1,,fs,0
F0047/MID1,F0047/MID3,ms,F0047,F0047,42,0,55,F0047.MID1.MID3,,ms,2
F0168/MID2,F0168/MID3,md,F0168,F0168,159,0,35,F0168.MID2.MID3,,md,3
F0976/MID2,F0976/MID5,md,F0976,F0976,928,0,5,F0976.MID2.MID5,,md,3
F0032/MID4,F0032/MID1,fd,F0032,F0032,27,0,42,F0032.MID4.MID1,,fd,1
F0380/MID7,F0380/MID1,ms,F0380,F0380,356,0,39,F0380.MID7.MID1,,ms,2
F0206/MID1,F0206/MID3,fs,F0206,F0206,194,0,273,F0206.MID1.MID3,,fs,0
F0242/MID1,F0242/MID3,fd,F0242,F0242,227,0,30,F0242.MID1.MID3,,fd,1
F0997/MID1,F0997/MID3,fs,F0997,F0997,949,0,18,F0997.MID1.MID3,,fs,0
F0280/MID4,F0280/MID2,md,F0280,F0280,262,0,4,F0280.MID4.MID2,,md,3
F0816/MID2,F0816/MID3,ms,F0816,F0816,770,0,4,F0816.MID2.MID3,,ms,2
F0476/MID4,F0476/MID5,ms,F0476,F0476,446,0,4,F0476.MID4.MID5,,ms,2
F0088/MID1,F0088/MID4,fs,F0088,F0088,81,0,91,F0088.MID1.MID4,,fs,0
F0688/MID4,F0688/MID3,ms,F0688,F0688,648,0,15,F0688.MID4.MID3,,ms,2
F0163/MID1,F0163/MID7,fd,F0163,F0163,154,0,9,F0163.MID1.MID7,,fd,1
F0889/MID1,F0889/MID3,md,F0889,F0889,842,0,4,F0889.MID1.MID3,,md,3
F0821/MID3,F0821/MID2,md,F0821,F0821,775,0,42,F0821.MID3.MID2,,md,3
F0636/MID2,F0636/MID4,md,F0636,F0636,598,0,4,F0636.MID2.MID4,,md,3
F0061/MID2,F0061/MID4,md,F0061,F0061,54,0,6,F0061.MID2.MID4,,md,3
F0835/MID1,F0835/MID6,md,F0835,F0835,789,0,32,F0835.MID1.MID6,,md,3
F0779/MID1,F0779/MID2,fd,F0779,F0779,734,0,24,F0779.MID1.MID2,,fd,1
F0974/MID1,F0974/MID3,fd,F0974,F0974,926,0,72,F0974.MID1.MID3,,fd,1
F0297/MID2,F0297/MID4,fs,F0297,F0297,278,0,40,F0297.MID2.MID4,,fs,0
F0882/MID5,F0882/MID2,md,F0882,F0882,835,0,20,F0882.MID5.MID2,,md,3
F0141/MID2,F0141/MID4,ms,F0141,F0141,132,0,32,F0141.MID2.MID4,,ms,2
F0241/MID2,F0241/MID4,fd,F0241,F0241,226,0,14,F0241.MID2.MID4,,fd,1
F0154/MID1,F0154/MID2,fs,F0154,F0154,145,0,12,F0154.MID1.MID2,,fs,0
F0601/MID8,F0601/MID28,md,F0601,F0601,565,0,325,F0601.MID8.MID28,,md,3
F0451/MID3,F0451/MID1,ms,F0451,F0451,423,0,4,F0451.MID3.MID1,,ms,2
F0770/MID5,F0770/MID4,md,F0770,F0770,726,0,18,F0770.MID5.MID4,,md,3
F0293/MID7,F0293/MID9,md,F0293,F0293,274,0,2,F0293.MID7.MID9,,md,3
F0166/MID2,F0166/MID3,ms,F0166,F0166,157,0,36,F0166.MID2.MID3,,ms,2
F0048/MID9,F0048/MID3,ms,F0048,F0048,43,0,3,F0048.MID9.MID3,,ms,2
F0989/MID11,F0989/MID12,md,F0989,F0989,941,0,1,F0989.MID11.MID12,,md,3
F0948/MID1,F0948/MID3,fd,F0948,F0948,900,0,12,F0948.MID1.MID3,,fd,1
F0763/MID3,F0763/MID7,md,F0763,F0763,719,0,50,F0763.MID3.MID7,,md,3
F0482/MID3,F0482/MID4,fs,F0482,F0482,452,0,1,F0482.MID3.MID4,,fs,0
F0583/MID7,F0583/MID1,fd,F0583,F0583,548,0,36,F0583.MID7.MID1,,fd,1
F0080/MID3,F0080/MID8,fs,F0080,F0080,73,0,9,F0080.MID3.MID8,,fs,0
F0774/MID6,F0774/MID7,ms,F0774,F0774,729,0,1,F0774.MID6.MID7,,ms,2
F0535/MID4,F0535/MID1,fd,F0535,F0535,502,0,20,F0535.MID4.MID1,,fd,1
